Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
16.32,21.20740729973984,27.02529342302358,5.96106924843435,0.5947269911976008,1.226823647006465,0.1803581595699107,21.20734555239334,27.023511710061,5.957290625717184,83.11165881,8107034.505,271.390163148,1027.73632199,271.0781276570814,3.821962495519731,12.43631626936641,9.473093748156863,0.2292557875108123,0.4130031859175904,69.18093015922358,34.08783242372879,103.6022310112365,-2.939618524601708,-1.068869425307368,-135.7912141209024,271.0781276570814,3.821962495519731,12.43631626936641,953.6646557981802,-382.7278697021507,-16.883410906185,-66.32298091368061,262.6191792170448,-16.88341090618501,100.8464160257928,-196.6473590660384,157.519640682815, 2095.320177,-10.78132838,  13.5566851,-10.78132838, 1504.983367, 3.983025802,  13.5566851, 3.983025802, 3150.042088,77.07632614,2479.857494,45.4893718631153,4.227662285110678,35.42563851233449,1760.6471360624,1760.637836142,68.53989145699326,-33.79568882473728,299.7891719000075,0.7661463613622875,0.3456165927725171,-0.4780505096432198,-0.2550228107473942,-0.1291871731602768,0.603493091474448,0.7668068819447991,-0.1763915208720802,0.1290821908878883,-0.6030367065147988,-0.7671658466401355,0.1764683607344149,2.6267304049144,0.8069178224952,37.620798525499,37.807017089418,-122.3786554398,-8848844.728415065,-13991827.14083528,12758764.79332159,-8865489.756341938,-13981286.46251159,12758764.79332159,0.068186169838164,1760.637836142,3.2583174061367e-09,5.23530811,19.6861738,19.6861738,0.937655505,1.19706583,41997806.2,68.591872,1.19706583,2.24494302,0,1,0.523,0,-1.19624677,-0.174,0.348,0,-0.543929068,-1.35982267,-1.3591797,0,0,1.11520664,-1,61.8691568,0,299.811255,-299.811255,360,30,0.5235,0.0675173172,-1.12872946,0,0,0,-100,-99.889089,-10.2279963,147.291644,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35266.4,64.1207,1.29938,13.8271,137.468,1.26587,2.67817,97.5067,2450.89,129.929,129.929,37.6207993799211238,-122.378656556834571,20901181.0150361173,21.2073455523933418
16.56,21.34239025357564,27.31751019814147,6.009330759303362,0.5309533524182288,1.205962300166133,0.2242100347466413,21.34269953976445,27.31539650014408,6.00574008718191,84.55628462,8180063.751,273.586788151,1042.27129077,273.2729064475666,3.87916066430858,12.51404670296544,8.812498773720504,0.2220690174876445,0.3705308409049675,83.70012121137945,21.27310448738191,99.22291955304911,-3.037638565805103,-1.093782540609975,-138.0021912586842,273.2729064475666,3.87916066430858,12.51404670296544,972.034369516167,-376.0614253362248,7.512150813030859,-47.94728990035448,269.2477588245029,7.512150813030864,129.5845650874443,-184.6788270645863,154.7620818410975, 2095.313826,-10.78132338, 13.55671346,-10.78132338,  1504.98293, 3.983073549, 13.55671346, 3.983073549, 3150.036005,77.07625831,2479.855312,45.48936965359173,4.227666005741136,35.42561741326519,1723.1743692532,1723.1652672362,69.31270596268855,-32.79020465872523,307.6824709434283,0.7790654043459708,0.3872960789411828,-0.4489020004865262,-0.2038279591891869,-0.1970705582238625,0.615746178149697,0.7419978827609122,-0.1773667983408971,0.1969634305197501,-0.6152980571728878,-0.7423695271001528,0.1774857546685278,2.6219265959119,0.81241855105161,37.620874062541,37.807093088637,-122.37881412577,-8848613.714253584,-13991918.13399946,12758763.68982407,-8865503.538429121,-13981222.57682497,12758763.68982407,0.069188907629902,1723.1652672362,0,5.37307217,19.6860085,19.6860085,0.938941303,1.19706318,41997838.8,68.5917202,1.19706318,2.10717632,0,1,0.523,0,-1.20973493,-0.174,0.348,0,-0.546308287,-1.36577072,-1.36520294,0,0,1.11520664,-1,62.9719593,0,307.705135,-307.705135,360,30,0.5235,0.0897558864,-1.11997905,0,0,0,-100,-99.8996436,-10.2665122,144.49557,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35259.9,64.1089,1.29938,13.8111,136.731,1.2632,2.6468,96.6777,2463.57,129.928,129.928,37.6208750349136452,-122.378815059571878,20901143.4588900916,21.3426995397644532
16.8,21.46610378611187,27.60434941074432,6.06638226421645,0.5028202415263086,1.18203640666996,0.2482845004280244,21.4667540969514,27.60191276854601,6.063051172193716,85.91731589,8248483.443,275.629574615,1061.72502777,275.3142168871229,3.929464336332863,12.58187952057187,8.196207663707622,0.1701820816666491,0.330008405314258,96.83210606646426,7.489605086494905,92.12070291522701,-3.131578250438069,-1.115934424224422,-140.0553597301584,275.3142168871229,3.929464336332863,12.58187952057187,993.7315651669712,-372.5930382898769,30.5293104813511,-26.24771672850517,272.6732127849816,30.52931048135109,156.6666662147508,-168.1879080672299,152.1185251030765, 2095.307456,-10.78131836,  13.5567419,-10.78131836, 1504.982492, 3.983121443,  13.5567419, 3.983121443, 3150.029903,77.07619027,2479.853122,45.48936743722815,4.227669737889512,35.42559624887971,1686.3518309481,1686.3429234033,70.2208500512769,-31.86958146725853,315.5895552554863,0.7879495054311012,0.4271593741691136,-0.4169452213001199,-0.1510864930605246,-0.2644808714682552,0.6247961122763664,0.7129301988772967,-0.1772292815550195,0.2643722622487114,-0.624359298495419,-0.7133127762554039,0.1773912527905891,2.6166006723842,0.81685483002019,37.620968008592,37.807187522197,-122.37896098181,-8848377.885396451,-13992007.90633333,12758768.28893058,-8865512.504807977,-13981157.48000718,12758768.28893058,0.070191645421639,1686.3429234033,0,5.51107682,19.6858426,19.6858426,0.940206185,1.19706054,41997865.7,68.5915692,1.19706054,1.96916903,0,1,0.523,0,-1.22558504,-0.174,0.348,0,-0.548478237,-1.37119559,-1.37066501,0,0,1.02930352,-1,64.1433821,0,315.612802,-315.612802,360,30,0.5235,0.110909866,-1.11467517,0,0,0,-100,-99.9091939,-10.3042827,141.814242,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35252.5,64.0955,1.29938,13.7966,136.044,1.26026,2.61648,95.9217,2475.44,129.926,129.926,37.6209690772245864,-122.378961710561697,20901106.5301361233,21.4667540969513979
17.04,21.58584261391329,27.88533083345936,6.125596085570201,0.4962129192401832,1.157643901163357,0.2385994260899534,21.58679533068759,27.8825876227593,6.122592183231985,87.19973856,8312637.535,277.530250396,1085.58811998,277.2138951803117,3.964478533360349,12.64037633044928,7.63391445618849,0.09851964921264056,0.2919592101595541,108.14034101289,-6.939365843303221,82.36741046132259,-3.220890209629599,-1.133480631019665,-141.9585628264802,277.2138951803117,3.964478533360349,12.64037633044928,1018.370277460116,-372.5172258741317,51.52145827186123,-1.610694105439164,272.7012740837441,51.52145827186126,181.3544343648503,-147.3968890899382,149.6922379673423, 2095.301067,-10.78131333, 13.55677043,-10.78131333, 1504.982053, 3.983169476, 13.55677043, 3.983169476, 3150.023783,77.07612203,2479.850927,45.4893652144688,4.227673480807738,35.42557502342022,1650.1397087201,1650.1309924174,71.24776356460519,-31.05287885295635,323.5202861983051,0.7926432580637036,0.4649038242472842,-0.3823105500857673,-0.09705536017925857,-0.3309915326408819,0.6305238091128783,0.6796497731637539,-0.1759560095600169,0.3308821493746056,-0.6301014290664196,-0.6800413789676414,0.176161616720232,2.6107598265728,0.81848956466188,37.621079029906,37.80729905445,-122.37909233479,-8848136.487467483,-13992097.25026608,12758778.18188571,-8865515.902023915,-13981091.965677,12758778.18188571,0.071194383213377,1650.1309924174,6.5166344995529e-09,5.64949419,19.6856763,19.6856763,0.941451448,1.19705798,41997886.2,68.5914224,1.19705798,1.8307491,0,1,0.523,0,-1.24350806,-0.174,0.348,0,-0.55057072,-1.3764268,-1.37590636,0,0,1.0308375,-1,65.369441,0,323.544117,-323.544117,360,30,0.5235,0.131032153,-1.11247591,0,0,0,-100,-99.9178353,-10.3413564,139.350882,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35245,64.0819,1.29938,13.7837,135.405,1.25427,2.58688,95.2242,2486.52,129.925,129.925,37.6210801703858095,-122.379092840798862,20901070.1904090457,21.5867953306875897
17.28,21.70441347476543,28.16068769533819,6.178975129951152,0.4897859085814026,1.135800438528075,0.1991918839205347,21.70562197890137,28.15766144695127,6.176360241443279,88.4103829,8372942.884,279.302749495,1113.19933592,278.9858787569856,3.982819274023754,12.69025138959294,7.13338096084534,0.03753606124179498,0.2574123400867361,117.2265543613678,-21.65704674308173,70.11852646335956,-3.305865664111447,-1.146413200793834,-143.723156959005,278.9858787569856,3.982819274023754,12.69025138959294,1045.464084178207,-375.9466652487195,69.86927138724211,25.47697525590729,269.2196770727093,69.86927138724211,202.940637371111,-122.6567312545606,147.5820106139694,  2095.29466,-10.78130829, 13.55679903,-10.78130829, 1504.981613, 3.983217638, 13.55679903, 3.983217638, 3150.017647,77.07605361,2479.848725,45.48936298571422,4.22767723382141,35.42555374071115,1614.4738819003,1614.465353958,72.37667299358176,-30.35593906660728,331.4832870784231,0.7930067240481794,0.5002469743224442,-0.3451487559125671,-0.04201947866908391,-0.396175533758421,0.6328138321190927,0.6422433635097906,-0.1735369192927252,0.3960661201536734,-0.6324090683515685,-0.6426419332414604,0.1737864907660994,2.6044221212507,0.81705772636359,37.621205315743,37.807425872163,-122.37920474986,-8847888.870960977,-13992186.99525078,12758792.80762032,-8865513.081594937,-13981026.86439767,12758792.80762032,0.072197121005115,1614.465353958,0,5.78847477,19.6855095,19.6855095,0.942679235,1.19705555,41997899.6,68.5912831,1.19705555,1.69176608,0,1,0.523,0,-1.26321125,-0.174,0.348,0,-0.55264217,-1.38160542,-1.38109008,0,0,1.04924531,-1,66.6335952,0,331.507705,-331.507705,360,28.4922954,0.497190555,0.150044527,-1.11316672,0,0,0,-100,-99.9256543,-10.3778049,137.204206,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35238,64.0692,1.29939,13.7723,134.814,1.24447,2.55766,94.5698,2496.86,129.924,129.924,37.6212065014137238,-122.37920502011238,20901034.3776335679,21.705621978901366
17.52,21.82004574210578,28.43124311450299,6.22105532238548,0.4693343178525488,1.118051051665679,0.146460351117125,21.82145630496171,28.42796425980564,6.218883749739292,89.5576367,8429875.21,280.962742143,1143.79034446,280.6457427892628,3.989235645046975,12.73245954254708,6.700544864247624,0.004446920490313033,0.2275467515586742,123.7437999294841,-36.28473654662099,55.61116792910887,-3.387489961882644,-1.156212131026951,-145.364302973517,280.6457427892628,3.989235645046975,12.73245954254708,1074.436874881317,-382.9055356412406,85.00061614934263,54.43890450957295,262.204811936778,85.00061614934266,220.7718046145592,-94.44152734927063,145.878958976061, 2095.288238,-10.78130323,  13.5568277,-10.78130323, 1504.981171, 3.983265922,  13.5568277, 3.983265922, 3150.011495,77.07598501,2479.846518,45.48936075131435,4.227680996341204,35.42553240409447,1579.2673751339,1579.2590331255,73.58956949272763,-29.79120287889503,339.4861247408521,0.788924433936146,0.5329193560282469,-0.3056261284351099,0.01370646295498185,-0.4596030865126641,0.6315603480015746,0.6008400408158252,-0.1699640404691547,0.4594944215431148,-0.6311764089995702,-0.6012433521776684,0.1702575952940898,2.5976388761755,0.81353863709806,37.621344606318,37.807565712507,-122.37929513529,-8847634.514121732,-13992277.98726846,12758811.46169835,-8865503.522868693,-13980963.02314252,12758811.46169835,0.073199858796852,1579.2590331255,0,5.92815064,19.6853423,19.6853423,0.943892485,1.19705331,41997905.3,68.5911546,1.19705331,1.55208797,0,1,0.523,0,-1.28438028,-0.174,0.348,0,-0.554666995,-1.38666749,-1.38616973,0,0,1.02776953,-1,67.9150678,0,339.511132,-339.511132,360,20.4888682,0.357530751,0.163544287,-1.120836,0,0,0,-100,-99.9327293,-10.4137225,135.465236,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35232.2,64.0586,1.29939,13.7623,134.268,1.23188,2.52851,93.9431,2506.53,129.923,129.923,37.6213458088267672,-122.379295161964464,20900999.0074482672,21.821456304961707
17.76,21.92910458179957,28.69795392669658,6.25060268120821,0.4350657574361425,1.103800830687914,0.09725921711244545,21.93065747139512,28.69445938017968,6.248919534749986,90.65114591,8483955.112,282.527175772,1176.529646,282.2103029544699,3.990356906747749,12.76820298788915,6.339886929025223,-0.003981359094211712,0.2032676391685984,127.4086258807358,-50.43352851551847,39.15838988097646,-3.466945121366846,-1.164698124914164,-146.9006131955653,282.2103029544699,3.990356906747749,12.76820298788915,1104.636652034455,-393.3256611827595,96.40953870074786,84.62293813278927,251.7255732712113,96.40953870074787,234.2697585017338,-63.33889857875775,144.663296062982,   2095.2818,-10.78129817, 13.55685644,-10.78129817, 1504.980729, 3.983314322, 13.55685644, 3.983314322, 3150.005329,77.07591625,2479.844306,45.48935851156311,4.227684767872204,35.42551101637675,1544.4125914611,1544.4044335292,74.86639576732813,-29.36813513368659,347.5357769380339,0.7803140569178264,0.562657328068677,-0.2639259425864297,0.06978395644362019,-0.5208394869962686,0.6266786062642917,0.5556078083430461,-0.16522746909744,0.520732386443441,-0.6263186967280627,-0.5560134911762297,0.1655646987367794,2.5904992897462,0.80926095281077,37.621494235363,37.807715905663,-122.37936084108,-8847373.042872567,-13992371.06706937,12758833.30994848,-8865486.852923233,-13980901.28349934,12758833.30994848,0.07420259658859,1544.4044335292,-3.2583170186161e-09,6.06864358,19.6851747,19.6851747,0.945094863,1.19705131,41997903,68.5910401,1.19705131,1.41159304,0,1,0.523,0,-1.30666511,-0.174,0.348,0,-0.55658211,-1.39145527,-1.39099087,0,0,1.1581582,-1,69.1897942,0,347.561377,-347.561377,360,12.4386231,0.217053973,0.169554751,-1.13711035,0,0,0,-100,-99.939131,-10.4492232,134.214073,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35228.1,64.0512,1.29939,13.7539,133.766,1.21813,2.49921,93.3289,2515.6,129.922,129.922,37.6214954252809051,-122.379360621936257,20900963.9753874615,21.9306574713951221
18,22.02941194220071,28.96145280810029,6.269532912057505,0.3986469695203416,1.091030392999588,0.0591448959471509,22.03104269596938,28.9577853030513,6.268372587828628,91.70155024,8535736.126,284.013892202,1210.561243,283.6972996817752,3.990286259258156,12.79885669706378,6.054670118441663,-0.004840932026617395,0.1849738299796506,128.0116010070818,-63.71584964770603,21.13962481972327,-3.545118946768334,-1.172932733677037,-148.3532448306797,283.6972996817752,3.990286259258156,12.79885669706378,1135.352079356868,-407.0454539133536,103.6734170762347,115.3177113725087,237.9444031690128,103.6734170762347,242.951142709868,-30.0365715924938,144.0015193907765, 2095.275348,-10.78129309, 13.55688525,-10.78129309, 1504.980285, 3.983362832, 13.55688525, 3.983362832, 3149.999149,77.07584733,2479.842089,45.48935626669417,4.227688548020934,35.42548957978934,1509.7842791118,1509.7763040537,76.18500985725127,-29.09374748123859,355.6390604060531,0.7671300338226477,0.5892021865109902,-0.2202532505591655,0.125860240886682,-0.5794467998148677,0.618113973438882,0.506748317205529,-0.1593193805953016,0.579342115261525,-0.6177812663161948,-0.5071538702798167,0.1596996316002758,2.5831178715932,0.80501021305093,37.621651186243,37.807873431011,-122.37939974788,-8847104.24709207,-13992467.04782549,12758857.40645148,-8865462.862814941,-13980842.45928856,12758857.40645148,0.075205334380328,1509.7763040537,-3.2583169312618e-09,6.21007255,19.6850067,19.6850067,0.946290661,1.19704961,41997892.5,68.5909424,1.19704961,1.27016236,0,1,0.523,0,-1.32967926,-0.174,0.348,0,-0.55834565,-1.39586413,-1.39543864,0,0,1.17196406,-1,70.4329519,0,355.665257,-355.665257,360,4.33474273,0.0756412606,0.168398407,-1.16128086,0,0,0,-100,-99.9449234,-10.4844381,133.517081,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35226.3,64.0478,1.29939,13.7468,133.304,1.20416,2.46955,92.7124,2524.14,129.921,129.921,37.6216523337662636,-122.379399286588821,20900929.1597787887,22.0310426959693828
18.24,22.1220217538286,29.22185772762716,6.280282669809981,0.3737898476867735,1.077705721496377,0.02833299452348309,22.1236626009473,29.21806489559495,6.279667568710193,92.72024816,8585794.333,285.441302952,1245.03575743,285.125103586312,3.988745454796785,12.82585846711243,5.846850038516219,-0.01538854484902075,0.1726081470382876,125.4249935040274,-75.75646611667774,1.988240884851919,-3.62241239045062,-1.180829630214986,-149.7448016751094,285.125103586312,3.988745454796785,12.82585846711243,1165.831237912147,-423.8115688450068,106.4674415610324,145.7714139268506,221.1156172685268,106.4674415610324,246.4441575988965,4.694361344746074,143.9443558732398, 2095.268881,-10.78128799, 13.55691412,-10.78128799,  1504.97984, 3.983411449, 13.55691412, 3.983411449, 3149.992954,77.07577827,2479.839867,45.48935401687806,4.227692336500226,35.42546809596071,1475.2430868484,1475.2352942122,77.5218967545871,-28.97275864754716,3.802858883312138,0.7493618058504617,0.6123061324590336,-0.1748379397395524,0.1815758213893685,0.6349897532004039,-0.6058437059247866,-0.4544931302775191,0.1522412948327519,0.6348883661005283,-0.6055413154560321,-0.4548959405775298,0.1526635552843709,2.5756149974875,0.80067501178045,37.621812160046,37.808034985304,-122.37941034349,-8846828.092642019,-13992566.69285742,12758882.71533754,-8865431.519573888,-13980787.31425983,12758882.71533754,0.076208072172066,1475.2352942122,-3.2583168416733e-09,0.0693724085,19.6848384,19.6848384,0.947484675,1.19704824,41997873.9,68.5908642,1.19704824,1.12767583,0,1,0.523,0,-1.35301234,-0.174,0.348,0,-0.559971148,-1.39992787,-1.39953209,0,0,1.2072457,-1,71.6212897,0,3.80313901,-3.80313901,0,-3.80313901,-0.0663647757,0.160386676,-1.19262567,0,0,0,-100,-99.9501647,-10.5195119,133.424844,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35227.1,64.0492,1.29939,13.7411,132.879,1.18974,2.4394,92.0793,2532.25,129.92,129.92,37.6218132357558019,-122.379409649715157,20900894.4252156615,22.1236626009473021
18.48,22.21066298050127,29.4789054049557,6.283571864299706,0.3674480068770274,1.06289217710566,-0.004899024542232228,22.21224441851365,29.47503866158885,6.283511424227121,93.71915141,8634717.511,286.82805376,1279.1334718,286.5123638640003,3.982379410773774,12.85061987337829,5.716714587811897,-0.04209266275408297,0.1658987103377711,119.606886664161,-86.20267131110691,-17.8220258294253,-3.698898084519704,-1.18757438894578,-151.0984184962632,286.5123638640003,3.982379410773774,12.85061987337829,1195.301802616392,-443.2831070699403,104.5759356662934,175.2119703815545,201.5811785320527,104.5759356662934,244.5019441700008,40.01874608441643,144.525539897831,   2095.2624,-10.78128289, 13.55694306,-10.78128289, 1504.979395,  3.98346017, 13.55694306,  3.98346017, 3149.986747,77.07570905,2479.83764,45.48935176222046,4.227696133132133,35.42544656589997,1440.639511168,1440.631901287,78.85315172969254,-29.00726510535078,12.03420236011489,0.7270300638338134,0.6317408123754571,-0.1279331229255208,0.2365670059824961,0.6870433385322249,-0.5898726645330719,-0.3991030517072962,0.1440084884063161,0.6869461508977324,-0.589603618439507,-0.3995004122256481,0.1444713795925246,2.5681026153078,0.79553189160015,37.621973653605,37.808197060784,-122.37939178415,-8846544.728705747,-13992670.69406816,12758908.13568494,-8865392.973508742,-13980736.54050055,12758908.13568494,0.077210809963803,1440.631901287,-6.5166335035911e-09,0.213036454,19.6846697,19.6846697,0.948682072,1.19704725,41997847.4,68.5908076,1.19704725,0.984010799,0,1,0.523,0,-1.37624712,-0.174,0.348,0,-0.56152099,-1.40380247,-1.40341779,0,0,1.13668242,-1,72.7339998,0,12.0350888,-12.0350888,0,-12.0350888,-0.2100123,0.145800993,-1.23044613,0,0,0,-100,-99.9549072,-10.554599,133.970941,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35230.9,64.0562,1.29939,13.7366,132.486,1.17375,2.40863,91.4162,2540.01,129.919,129.919,37.621974629251028,-122.379390873550363,20900859.6264115386,22.2122444185136487
18.72,22.29965929356399,29.73225643866181,6.277866828081516,0.3769434088647097,1.046946845312403,-0.04821606415362754,22.30111181165216,29.72836975292294,6.27835689810228,94.7103912,8683092.052,288.192617961,1312.07999284,287.8775598522792,3.96775804902903,12.87448938088931,5.662491921882696,-0.07864555842060028,0.1645999973011643,110.6019866739832,-94.73348890497135,-37.79019662867523,-3.774653351120749,-1.192427638297056,-152.4371973908929,287.8775598522792,3.96775804902903,12.87448938088931,1222.991794957125,-465.0381479784933,97.90044948244673,202.8677931384386,179.7641386526563,97.90044948244672,237.0123991225321,75.05840374840618,145.7612559501997, 2095.255906,-10.78127778, 13.55697205,-10.78127778, 1504.978948, 3.983508995, 13.55697205, 3.983508995, 3149.980527,77.07563969,2479.835408,45.48934950276166,4.227699937848818,35.42542498999182,1405.8180521503,1405.8106261671,80.15520730337333,-29.1961518887553,20.34035296513517,0.7001850077519893,0.647303287226433,-0.07980992331025312,0.2904647748117009,0.7351989590174881,-0.5702281789289465,-0.3408694574570019,0.1346489048895249,0.7351068842454447,-0.5699953884137988,-0.3412585826886351,0.1351506776279753,2.5606813849179,0.78885772470651,37.622132045162,37.808356030959,-122.3793439392,-8846254.49019902,-13992779.65166982,12758932.52874629,-8865347.560583701,-13980690.73814323,12758932.52874629,0.078213547755541,1405.8106261671,3.2583166636397e-09,0.35800613,19.6845006,19.6845006,0.949888249,1.19704667,41997813.4,68.5907742,1.19704667,0.839040541,0,1,0.523,0,-1.39897228,-0.174,0.348,0,-0.563071313,-1.40767828,-1.40728675,0,0,1.09066289,-1,73.7520758,0,20.3418513,-20.3418513,0,-20.3418513,-0.354965305,0.124889306,-1.27408297,0,0,0,-100,-99.9591984,-10.5898593,135.171397,0,0,0,-0,-0.02,-0.009772,0.002,0.08,0.02094,0.01844,-0.02792,-0.02542,0.04386,0.02193,0,0,0,0,35238.1,64.0692,1.29939,13.7334,132.12,1.15506,2.37714,90.7109,2547.53,129.918,129.918,37.622132894431509,-122.379342833181738,20900824.6122549586,22.3011118116521594
